,Area,Perimetro,m00,m10,m01,m20,m11,m02,m30,m21,m12,m03,mu20,mu11,mu02,mu30,mu21,mu12,mu03,nu20,nu11,nu02,nu30,nu21,nu12,nu03,cx,cy,B,G,R,H,S,V,L,A,D,LBP,I1,I2,I3,b,g,r,h,s,v,l,a,d,lbp,i1,i2,ir3,classe,imagem
0,765.0,146.1665197610855,765.0,300783.5,208629.3333333333,118348040.0,82039367.66666666,56927120.5,46599499917.950005,32283831409.016666,22388338456.483334,15541469584.800001,85668.92516340315,10268.212200433016,30128.699854768813,-73007.07453155518,106305.59778773412,73032.3741138205,-18859.16226387024,0.1463863046920469,0.01754575112210349,0.05148225016834347,-0.004510361570943089,0.006567537271072118,0.004511924573766343,-0.0011651150423562717,393,272,77.0969696969697,160.68,89.24242424242425,99.92242424242424,42.375757575757575,129.71757575757576,122.95030303030303,136.06787878787878,130.14303030303032,22382.075151515153,109.00646464646464,6.072727272727278,38.75515151515152,77.0969696969697,160.68,89.24242424242425,99.92242424242424,42.375757575757575,129.71757575757576,122.95030303030303,136.06787878787878,130.14303030303032,22382.075151515153,109.00646464646464,6.072727272727278,38.75515151515152,TESTE,Imagem_Teste
